age,monthly_fee,devices_used_enc,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,country_ Brazil   ,country_ Canada   ,country_ France   ,country_ Germany  ,country_ India    ,country_ Japan    ,country_ Spain    ,country_ UK       ,country_ USA      ,subscription_type_ Premium          ,subscription_type_ Standard         ,cluster_1,cluster_2,cluster_3,actual_total_revenue_to_date,predicted_total_revenue_to_date,residual
57,15.99,2,228,2,12,60,3.1,37,94,48,False,False,False,False,False,False,True,False,False,True,False,True,False,False,463.71,402.5051854939651,61.20481450603489
61,7.99,1,294,13,2,52,2.6,29,65,38,False,False,False,False,False,False,False,True,False,False,False,False,False,True,55.93,212.21856838688046,-156.28856838688046
31,7.99,1,190,15,13,94,4.5,29,0,8,False,False,True,False,False,False,False,False,False,True,False,False,False,True,463.42,227.5921688773052,235.82783112269482
24,7.99,3,64,19,9,86,3.9,43,69,54,False,False,False,False,False,False,True,False,False,True,False,False,True,False,327.59000000000003,152.81282447490963,174.7771755250904
48,12.99,2,179,4,4,96,2.3,9,34,54,False,False,False,False,False,True,False,False,False,True,False,False,True,False,12.99,201.5987656696438,-188.6087656696438
18,15.99,2,176,10,5,94,3.1,43,52,5,False,False,False,True,False,False,False,False,False,True,False,False,True,False,175.89,246.79744215193284,-70.90744215193286
36,7.99,3,217,16,14,34,3.6,40,94,13,False,False,True,False,False,False,False,False,False,False,True,False,False,True,127.84,217.36220886500894,-89.52220886500893
52,12.99,1,64,2,6,57,2.1,22,13,24,False,True,False,False,False,False,False,False,False,False,False,True,False,False,233.82,385.4717532604938,-151.65175326049382
53,7.99,3,126,2,14,87,3.5,34,17,2,False,False,True,False,False,False,False,False,False,False,True,True,False,False,127.84,306.464440631139,-178.62444063113898
48,12.99,2,67,19,2,49,1.3,23,41,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,12.99,216.40168183718936,-203.41168183718935
32,15.99,2,237,19,2,30,1.8,28,65,49,False,False,False,False,False,False,False,False,False,False,True,False,False,False,591.63,660.0460141687994,-68.41601416879939
32,7.99,1,39,1,0,74,4.0,4,4,56,False,False,False,False,True,False,False,False,False,True,False,False,True,False,183.77,151.66232912778645,32.10767087221356
30,7.99,1,113,3,8,82,4.5,11,30,8,False,False,False,False,False,False,True,False,False,True,False,False,True,False,303.62,147.58634087303824,156.03365912696177
33,7.99,3,15,2,13,46,2.4,17,84,47,False,False,False,False,False,False,True,False,False,False,True,False,False,False,455.43,579.8629024791364,-124.43290247913643
53,15.99,2,191,15,1,82,4.9,25,37,43,False,False,False,False,False,True,False,False,False,False,False,False,False,False,495.69,664.6984530370025,-169.00845303700254
58,12.99,2,174,9,0,42,4.5,38,69,5,False,False,False,False,False,False,False,True,False,False,False,False,True,False,311.76,202.62391336292586,109.13608663707413
35,15.99,1,58,15,10,96,3.2,29,90,44,False,False,False,False,True,False,False,False,False,False,False,False,True,False,399.75,259.9369024476279,139.81309755237208
50,7.99,3,57,5,3,71,3.4,34,81,7,False,False,False,False,False,True,False,False,False,False,True,True,False,False,231.71,313.08537814601306,-81.37537814601305
57,12.99,3,176,15,13,88,4.4,24,73,42,False,False,False,False,False,False,False,True,False,True,False,False,False,False,740.4300000000001,626.6592951886171,113.77070481138298
59,15.99,2,92,12,8,78,1.9,43,24,27,False,False,False,False,True,False,False,False,False,False,True,False,False,False,463.71,681.9495667827671,-218.2395667827671
32,12.99,1,51,15,1,61,2.6,17,73,53,True,False,False,False,False,False,False,False,False,False,True,False,True,False,272.79,215.4909636875206,57.299036312479416
28,12.99,2,80,18,5,62,4.2,4,86,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,480.63,638.2761036696235,-157.64610366962347
59,15.99,3,209,7,3,59,1.4,20,46,25,False,False,False,False,False,False,False,False,True,True,False,False,False,False,639.6,664.7844840128093,-25.18448401280932
39,12.99,1,160,10,1,33,3.1,9,19,6,False,False,False,True,False,False,False,False,False,False,True,False,True,False,298.77,201.61021079579535,97.15978920420463
21,7.99,2,246,8,14,96,1.7,10,11,16,False,True,False,False,False,False,False,False,False,False,True,False,False,True,455.43,221.1048024692139,234.3251975307861
52,15.99,3,191,10,4,89,3.1,40,30,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,399.75,667.1674150318498,-267.4174150318498
47,15.99,3,227,6,6,46,2.1,0,20,51,False,False,False,False,False,False,False,False,True,False,False,False,False,False,399.75,658.3970394702505,-258.64703947025055
45,15.99,3,182,12,2,62,1.1,25,31,36,False,False,False,False,False,False,False,True,False,False,False,False,False,False,943.41,667.6871803833392,275.7228196166608
36,15.99,1,191,8,14,80,4.4,37,16,45,False,False,False,False,False,True,False,False,False,False,False,False,True,False,239.85,244.39433135006618,-4.544331350066187
63,12.99,1,178,9,3,39,2.7,36,81,40,False,False,False,False,False,True,False,False,False,False,True,False,True,False,324.75,202.33227200947272,122.41772799052728
40,12.99,2,202,19,2,99,3.7,33,88,46,False,False,False,True,False,False,False,False,False,False,True,False,True,False,64.95,197.84331790509498,-132.893317905095
61,12.99,3,90,5,13,39,2.4,7,60,8,False,False,False,False,False,True,False,False,False,False,False,False,True,False,38.97,209.249031819422,-170.279031819422
18,12.99,2,215,9,7,50,1.1,1,30,53,False,False,False,False,False,False,False,False,False,False,False,False,False,False,480.63,623.4072128608736,-142.77721286087365
38,12.99,3,45,9,6,74,4.3,39,35,32,False,False,False,False,False,False,False,False,False,False,True,False,False,False,493.62,644.3061144652933,-150.68611446529326
38,15.99,2,208,4,12,30,2.8,34,28,43,False,False,False,False,False,False,False,False,True,False,True,True,False,False,463.71,403.29525270860813,60.41474729139185
41,15.99,1,141,13,10,51,2.4,39,52,48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,575.64,675.4837867025207,-99.84378670252067
49,12.99,1,146,6,13,36,4.6,17,29,40,False,True,False,False,False,False,False,False,False,False,True,False,False,False,545.58,632.4629751616982,-86.88297516169814
26,7.99,3,73,16,9,67,2.1,12,6,45,False,False,False,False,False,False,False,False,False,True,False,False,True,False,351.56,148.60137472106402,202.95862527893598
32,12.99,2,281,5,14,40,4.1,14,60,49,False,False,False,True,False,False,False,False,False,True,False,False,False,False,675.48,611.9565596567397,63.52344034326029
37,7.99,1,211,18,0,46,1.4,0,83,44,False,False,False,False,True,False,False,False,False,True,False,False,False,True,439.45,218.9501460385115,220.4998539614885
24,7.99,2,62,2,7,46,3.1,14,39,24,False,False,False,True,False,False,False,False,False,True,False,False,True,False,223.72,148.40023826433645,75.31976173566355
39,7.99,3,231,2,14,96,1.6,12,97,50,False,False,True,False,False,False,False,False,False,False,True,False,False,True,391.51,215.0706437464358,176.4393562535642
42,15.99,3,279,1,5,55,1.2,40,47,34,False,False,False,False,False,True,False,False,False,True,False,True,False,False,879.45,395.41748071036255,484.0325192896375
20,12.99,2,171,9,3,69,1.4,27,86,57,True,False,False,False,False,False,False,False,False,True,False,False,False,False,454.65,629.7766816452338,-175.12668164523382
58,12.99,3,74,16,0,92,2.6,3,49,53,False,False,True,False,False,False,False,False,False,False,True,False,True,False,155.88,207.93708973678645,-52.05708973678645
40,15.99,1,247,6,3,58,4.0,35,87,56,False,False,False,False,False,False,False,True,False,False,True,False,False,True,111.93,321.8909371600822,-209.9609371600822
45,15.99,2,124,10,13,53,4.6,48,67,33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,911.43,675.4917287258567,235.9382712741433
54,7.99,1,276,1,12,62,2.9,14,88,48,False,False,False,False,False,False,False,False,True,True,False,False,False,True,239.7,214.51358287658616,25.186417123413833
29,7.99,3,291,9,7,89,3.5,17,21,51,True,False,False,False,False,False,False,False,False,False,True,False,False,True,175.78,206.93103104772854,-31.151031047728537
19,15.99,3,260,15,3,77,1.9,17,57,37,False,True,False,False,False,False,False,False,False,True,False,False,False,True,351.78000000000003,322.22659283035995,29.55340716964008
41,12.99,2,278,1,2,30,1.1,44,72,44,False,True,False,False,False,False,False,False,False,False,False,True,False,False,428.67,358.88400400566286,69.78599599433716
33,12.99,2,252,17,13,45,1.3,3,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,103.92,282.7418582858712,-178.8218582858712
47,15.99,2,187,8,8,77,4.4,16,16,51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,623.61,666.1848142238765,-42.5748142238765
26,15.99,1,194,18,13,65,3.3,15,12,52,True,False,False,False,False,False,False,False,False,False,False,False,False,False,607.62,666.452861807492,-58.83286180749201
48,12.99,1,36,10,13,89,3.7,33,5,16,False,False,False,False,True,False,False,False,False,True,False,False,True,False,38.97,225.11450647781487,-186.14450647781487
30,15.99,1,225,6,6,98,3.5,30,26,12,False,False,False,False,False,True,False,False,False,False,True,True,False,False,383.76,403.99838980823756,-20.23838980823757
45,12.99,3,151,15,13,36,2.9,17,90,4,False,False,False,False,False,False,True,False,False,True,False,False,True,False,77.94,204.84118805271612,-126.90118805271612
51,7.99,1,168,2,5,74,1.3,9,8,49,False,False,False,False,True,False,False,False,False,False,True,False,False,True,263.67,226.4112464234631,37.25875357653692
37,15.99,1,25,3,6,34,3.3,21,35,15,False,False,False,True,False,False,False,False,False,False,False,False,True,False,47.97,260.45210198368204,-212.48210198368204
43,7.99,2,248,6,12,38,1.8,30,42,10,False,False,False,False,False,False,False,True,False,False,True,False,False,True,431.46,217.7480508871305,213.7119491128695
62,12.99,2,116,15,12,74,2.8,7,4,20,False,False,False,False,False,False,True,False,False,False,True,False,False,False,454.65,636.0360687616433,-181.3860687616433
53,15.99,2,62,6,0,96,3.0,30,53,33,False,True,False,False,False,False,False,False,False,False,False,False,False,False,575.64,686.3236597081875,-110.68365970818752
58,15.99,3,139,15,13,58,3.8,49,36,47,False,True,False,False,False,False,False,False,False,True,False,False,True,False,287.82,250.01006118940586,37.80993881059413
36,7.99,3,163,14,11,68,1.8,6,58,26,False,False,False,False,False,False,True,False,False,False,True,False,False,False,471.41,562.6193712844956,-91.2093712844956
21,15.99,2,45,12,1,85,1.6,4,44,37,False,False,False,False,False,True,False,False,False,False,False,False,False,False,735.54,683.7528903770935,51.78710962290643
26,12.99,1,175,10,11,57,3.6,45,47,21,False,False,False,False,False,True,False,False,False,True,False,False,True,False,311.76,208.18466937357636,103.57533062642364
57,15.99,1,229,15,1,71,1.9,29,52,14,False,False,True,False,False,False,False,False,False,False,True,False,True,False,127.92,237.3747242430165,-109.45472424301649
22,12.99,1,23,9,11,67,1.7,1,20,52,False,False,False,False,False,False,False,True,False,False,True,False,True,False,272.79,220.98901451916095,51.800985480839074
20,12.99,1,129,7,14,79,3.5,22,33,32,False,False,True,False,False,False,False,False,False,False,False,False,True,False,142.89,210.84299835830706,-67.95299835830707
47,7.99,2,47,8,8,54,1.3,13,96,56,False,False,False,False,False,True,False,False,False,True,False,False,True,False,311.61,150.622653233809,160.98734676619102
39,12.99,3,44,8,0,60,3.2,27,42,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,324.75,215.5939581119962,109.15604188800381
44,12.99,3,171,15,7,34,1.2,26,32,33,False,False,True,False,False,False,False,False,False,False,False,False,True,False,389.7,201.39558049890758,188.3044195010924
51,15.99,3,45,12,3,93,3.2,37,80,30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,367.77,258.3406437631484,109.42935623685156
20,7.99,1,185,18,10,84,3.3,30,17,24,False,False,False,False,False,False,False,True,False,False,False,False,False,True,303.62,229.22698214369325,74.39301785630676
59,12.99,2,98,15,3,44,3.9,35,81,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,324.75,211.17503510943374,113.57496489056626
64,15.99,2,39,11,14,48,1.5,47,22,7,False,False,False,False,False,True,False,False,False,True,False,False,True,False,351.78000000000003,264.4153979271926,87.36460207280743
47,15.99,3,37,2,13,88,3.3,26,74,24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,799.5,684.883693142715,114.61630685728505
31,15.99,3,122,7,3,85,3.8,13,89,22,False,False,False,True,False,False,False,False,False,True,False,False,False,False,687.57,670.7622982095681,16.807701790431906
47,12.99,3,157,13,8,31,3.2,46,89,25,False,False,False,False,False,True,False,False,False,False,False,False,True,False,64.95,204.25198282773937,-139.30198282773938
56,12.99,3,133,7,5,41,1.5,42,13,29,False,False,False,False,False,False,False,False,False,True,False,True,False,False,402.69,374.2162812955275,28.473718704472503
34,15.99,3,182,16,13,32,1.4,7,14,9,True,False,False,False,False,False,False,False,False,False,True,False,True,False,127.92,237.39235070244035,-109.47235070244035
62,15.99,2,173,3,14,53,2.4,24,15,57,False,False,False,False,False,False,False,True,False,False,True,True,False,False,303.81,405.42374073347344,-101.61374073347343
29,7.99,3,113,11,5,63,2.0,40,7,41,False,False,False,False,True,False,False,False,False,True,False,False,True,False,215.73,146.2796895274672,69.45031047253278
26,12.99,1,173,2,7,80,2.1,24,48,13,True,False,False,False,False,False,False,False,False,False,False,True,False,False,376.71,370.68856989585777,6.021430104142212
48,12.99,3,250,3,0,61,4.5,4,51,15,False,False,False,False,True,False,False,False,False,True,False,False,False,False,688.47,613.8895888548525,74.58041114514754
52,12.99,1,287,8,11,85,4.2,13,5,54,False,False,False,True,False,False,False,False,False,False,True,False,False,True,25.98,275.46562948652013,-249.48562948652014
31,15.99,2,211,3,7,30,2.2,19,79,57,False,False,False,False,False,False,True,False,False,False,False,True,False,False,415.74,401.52827589399743,14.211724106002578
35,15.99,3,88,2,5,98,2.2,3,94,50,False,False,False,False,False,False,True,False,False,False,True,False,False,False,783.51,676.2049570462635,107.30504295373646
37,7.99,1,225,9,1,84,3.9,30,40,32,False,False,False,False,False,False,True,False,False,False,True,False,False,True,335.58,222.42807689056832,113.15192310943166
40,12.99,3,297,9,4,82,3.8,13,77,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True,454.65,274.05059185772257,180.5994081422774
59,7.99,1,184,18,4,65,3.0,5,91,17,False,False,False,False,False,False,False,False,False,True,False,False,False,True,399.5,223.94978730480327,175.55021269519673
61,7.99,1,172,15,1,47,1.5,37,89,5,False,False,False,False,False,False,False,True,False,False,False,False,False,True,399.5,229.72562799768244,169.77437200231756
54,15.99,1,235,14,4,50,2.5,33,32,10,False,True,False,False,False,False,False,False,False,False,False,False,True,False,191.88,241.29920198177007,-49.41920198177007
21,12.99,1,225,18,5,76,1.4,17,36,13,False,False,True,False,False,False,False,False,False,False,True,False,False,True,324.75,287.2604985373686,37.48950146263138
21,15.99,1,78,12,12,42,1.9,27,56,48,False,False,False,True,False,False,False,False,False,False,True,False,True,False,63.96,254.59224594052296,-190.63224594052295
39,15.99,3,228,8,11,49,4.1,33,99,47,False,False,False,False,False,False,False,True,False,True,False,False,True,False,207.87,233.54317534261958,-25.673175342619572
38,15.99,1,88,13,14,88,4.8,44,65,50,False,False,False,False,True,False,False,False,False,True,False,False,False,False,607.62,683.2543794574771,-75.63437945747705
20,15.99,2,162,18,11,56,2.8,41,29,28,False,False,False,False,False,False,False,True,False,False,False,False,True,False,175.89,247.91076048389658,-72.0207604838966
33,15.99,2,10,8,8,66,2.2,24,89,6,False,False,False,False,False,False,False,True,False,False,True,False,False,False,735.54,689.3548309494881,46.18516905051183
41,15.99,2,101,6,10,40,1.9,23,43,25,True,False,False,False,False,False,False,False,False,False,True,False,False,False,463.71,676.0106306646846,-212.30063066468466
42,12.99,3,265,4,8,76,5.0,45,60,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,25.98,357.9495164205636,-331.9695164205636
21,7.99,3,251,11,14,90,2.5,24,17,53,True,False,False,False,False,False,False,False,False,True,False,False,False,True,95.88,215.9830722800716,-120.10307228007161
39,12.99,2,43,3,9,73,4.9,13,66,11,False,True,False,False,False,False,False,False,False,True,False,False,True,False,441.66,219.72061896090258,221.93938103909744
55,12.99,1,40,15,10,77,3.0,24,63,42,False,False,False,False,False,False,False,False,False,False,False,False,True,False,428.67,222.1154235418872,206.55457645811282
57,15.99,3,108,12,1,70,1.7,44,91,52,False,False,False,False,False,False,True,False,False,False,False,False,False,False,703.5600000000001,678.9004264674186,24.659573532581476
47,12.99,3,170,4,11,62,3.3,43,76,57,False,False,True,False,False,False,False,False,False,False,False,True,False,False,753.42,365.8329164364713,387.58708356352867
49,15.99,1,120,3,3,73,2.9,2,98,56,False,False,True,False,False,False,False,False,False,False,False,False,True,False,287.82,245.6225234728695,42.197476527130505
58,7.99,2,277,6,5,30,3.5,48,37,21,False,False,False,False,False,False,False,False,False,False,False,False,False,True,303.62,215.47366692229224,88.14633307770777
38,15.99,2,197,12,11,95,4.9,35,46,21,False,False,False,True,False,False,False,False,False,False,False,False,False,False,479.7,666.881576701857,-187.18157670185707
39,12.99,1,256,4,6,48,3.5,31,95,17,False,False,False,False,False,True,False,False,False,False,False,True,False,False,441.66,358.4805584396821,83.17944156031791
19,12.99,1,167,18,9,74,4.0,31,36,57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,545.58,631.3398267442317,-85.75982674423165
48,7.99,1,26,5,12,87,1.6,20,43,39,False,False,False,False,False,True,False,False,False,True,False,False,True,False,311.61,158.88697303909038,152.72302696090964
62,12.99,3,205,1,7,58,4.8,30,73,24,True,False,False,False,False,False,False,False,False,False,False,True,False,False,506.61,358.7090881730102,147.90091182698984
25,12.99,1,74,12,14,95,2.2,7,8,32,False,False,False,False,False,False,False,False,True,False,False,False,False,False,714.45,646.1527396086863,68.29726039131378
61,7.99,1,158,4,2,95,2.3,24,97,30,True,False,False,False,False,False,False,False,False,False,False,False,False,True,7.99,228.93616192773126,-220.94616192773125
61,7.99,2,16,17,8,99,1.7,39,32,6,False,False,False,False,False,False,False,False,True,False,False,False,True,False,47.94,163.32634247000198,-115.38634247000198
24,15.99,3,274,8,14,61,2.8,46,75,12,False,False,False,False,False,False,False,False,True,False,True,False,False,False,831.48,659.8025167828225,171.6774832171775
31,12.99,2,185,12,3,50,3.5,49,96,10,False,True,False,False,False,False,False,False,False,True,False,False,True,False,246.81,207.0147773265776,39.795222673422415
18,12.99,2,247,9,8,50,1.6,46,34,30,False,True,False,False,False,False,False,False,False,True,False,False,False,False,610.53,627.9346780815806,-17.40467808158064
22,12.99,1,90,6,8,92,4.3,19,20,6,False,False,False,False,True,False,False,False,False,True,False,False,True,False,181.86,216.64878040411236,-34.788780404112345
19,7.99,2,24,12,2,50,3.9,32,66,18,False,False,False,False,False,True,False,False,False,False,True,False,True,False,287.64,153.95425055582825,133.68574944417173
64,12.99,2,82,1,14,57,1.9,45,32,43,False,False,False,False,False,False,False,True,False,True,False,True,False,False,90.93,382.1132043288897,-291.1832043288897
55,12.99,1,25,16,4,54,2.8,29,47,9,False,False,False,False,True,False,False,False,False,True,False,False,True,False,441.66,223.83298628981834,217.8270137101817
57,15.99,2,281,6,11,46,1.4,49,90,5,False,True,False,False,False,False,False,False,False,True,False,True,False,False,815.49,400.93605688191803,414.553943118082
31,7.99,2,64,17,2,67,4.0,14,42,16,False,False,True,False,False,False,False,False,False,False,False,False,True,False,71.91,147.6854086403622,-75.7754086403622
22,12.99,1,25,6,6,93,3.4,47,80,56,False,True,False,False,False,False,False,False,False,False,True,True,False,False,428.67,391.4168898375782,37.25311016242182
43,12.99,2,91,19,0,77,4.5,16,44,13,True,False,False,False,False,False,False,False,False,True,False,False,True,False,12.99,210.43195528261901,-197.441955282619
49,15.99,1,46,3,9,95,3.5,35,47,18,False,False,False,False,False,False,False,False,False,False,True,True,False,False,47.97,426.70725448068515,-378.7372544806851
36,7.99,3,199,5,14,79,3.7,19,72,5,True,False,False,False,False,False,False,False,False,False,True,False,False,True,295.63,219.22079882149976,76.40920117850024
53,12.99,1,211,10,6,58,1.5,27,58,41,False,False,False,False,False,True,False,False,False,False,False,False,False,False,519.6,627.2316738200784,-107.63167382007839
50,15.99,1,296,13,11,40,2.0,42,9,58,False,False,False,False,False,True,False,False,False,False,True,False,False,True,143.91,318.9940387163708,-175.08403871637083
49,7.99,3,42,7,9,56,2.7,36,50,13,False,False,False,False,True,False,False,False,False,True,False,False,True,False,71.91,153.6811902394399,-81.7711902394399
63,12.99,1,111,11,9,39,2.6,1,98,43,False,False,False,False,False,False,True,False,False,False,True,False,False,False,623.52,633.9523828970263,-10.432382897026287
62,12.99,1,90,17,5,34,3.5,42,71,21,False,False,False,False,False,True,False,False,False,False,True,False,True,False,142.89,213.80232371666676,-70.91232371666678
23,12.99,1,80,1,7,65,1.9,20,28,49,False,False,True,False,False,False,False,False,False,False,True,True,False,False,766.41,378.73738343894615,387.6726165610538
63,15.99,1,149,15,5,62,1.1,26,99,45,False,False,False,False,False,False,True,False,False,True,False,False,False,False,607.62,675.8416664226175,-68.22166642261755
48,12.99,3,254,6,6,56,2.8,28,60,21,False,False,False,False,False,True,False,False,False,False,False,False,False,True,428.67,280.369200484192,148.30079951580802
64,12.99,3,139,3,10,44,3.0,30,96,22,True,False,False,False,False,False,False,False,False,False,False,True,False,False,298.77,367.7446576540063,-68.97465765400631
56,7.99,3,242,4,6,45,3.2,15,10,57,False,True,False,False,False,False,False,False,False,True,False,False,False,True,471.41,215.14638589734363,256.2636141026564
50,12.99,3,287,17,10,72,1.2,23,62,7,False,True,False,False,False,False,False,False,False,False,False,False,False,True,506.61,281.21031105893644,225.39968894106357
37,12.99,2,25,8,9,68,3.3,34,49,37,True,False,False,False,False,False,False,False,False,False,False,False,True,False,259.8,221.6475049508188,38.1524950491812
